OBJECTID,Facility ID,Install Date,Inlet Type,Access Diameter,Invert Elevation,Access Material,Access Type,Enabled,Active Flag,Owned By,Managed By,Last Update Date,Last Editor,AncillaryRole,DrainArea,StreetName,GlobalID,x,y
2966,11e-cb-4424,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,11e,BRIGHAM STREET,bd50bfb6-a608-4ea1-8bae-ecf738f85b5d,-71.1742150939807,42.3720124960475
2967,11e-cb-4425,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,11e,BRIGHAM STREET,a19a183a-3765-4050-b391-91979483ce2f,-71.1750278620991,42.3721064347953
2968,11e-cb-4426,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,11e,BRIGHAM STREET,35fc9e22-04a9-460b-a37f-dfd78d06a322,-71.1749623993787,42.3721513611963
2969,11e-cb-4427,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,11e,BAILEY ROAD,cf47db6d-3091-42df-bcae-4916ab73687f,-71.1725279422325,42.3720379144302
2970,11e-cb-4428,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,11e,BAILEY ROAD,ade65191-d722-4a04-a5e6-3077e0517298,-71.1724333470408,42.3720676074043
2971,11e-cb-4429,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,11e,BAILEY ROAD,6cfa6cab-a193-4d99-8661-0078ce7fb566,-71.1724696470167,42.3725018585319
2972,11e-cb-4430,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,11e,BAILEY ROAD,9529232d-13af-435b-81be-b0fb90d3bf05,-71.172566091616,42.3725515045892
2973,20c-cb-4431,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,SUNNYBANK ROAD,f1c9cd10-b13c-477d-928e-13337ae2baf9,-71.1652916448335,42.3725111663168
2974,20c-cb-4432,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,SUNNYBANK ROAD,27aa977b-5e80-421c-876d-330db9bfcb5b,-71.1653335218731,42.3725774751495
2975,20c-cb-4433,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,FLINT ROAD,d9f8ab89-c684-4b82-8a1f-cc9dcf3df267,-71.1646385919869,42.3729600232825
2976,20c-cb-4434,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PORTER STREET,d18c1d28-a29d-4203-b489-d6748de9597c,-71.1651756744316,42.3695836077678
2977,20c-cb-4435,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PORTER STREET,272b072d-0ba1-40a4-ab9d-3bb8eadd7886,-71.165137488461,42.3696437840878
2978,20c-cb-4436,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PORTER STREET,f6eaff01-5aa2-4eb1-88d8-bcd278c53c2c,-71.1646190435038,42.3695391605832
2979,20c-cb-4437,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PORTER STREET,55377c2b-9ad9-4e63-a7df-5a8782ffedf7,-71.1646426650826,42.3696116887664
2980,20c-cb-4438,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PORTER STREET,5160561c-4476-45ff-9554-62404440f3c7,-71.1645799772124,42.3696246744314
2981,20c-cb-4439,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PORTER STREET,dc242802-f4c7-40b0-b6a4-ea4675e659ce,-71.16452796765,42.3695505959845
2982,20c-cb-4440,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PORTER STREET,57c39ca1-0b17-4b9d-97e6-4bf1ca0638a0,-71.1639056981168,42.3699411347064
2983,20c-cb-4441,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PORTER STREET,fb711eed-eef8-475e-8685-2fae0fc3fe4e,-71.163856954889,42.3698737005924
2984,20c-cb-4442,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PORTER STREET,9eb5b9b3-74d5-4355-8834-3f8f435df5eb,-71.1633028365402,42.3701884926777
2985,20c-cb-4443,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,a06d7931-8bcd-444e-8562-ccd154015277,-71.1630377652883,42.3698891690031
2986,20c-cb-4444,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,e0e3ac26-a5d5-4c34-8409-6e9ad91b376e,-71.1632295037566,42.3695694132632
2987,20c-cb-4445,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,NICHOLS AVENUE,5045f31b-4bee-4b5d-ad38-becd5c1334c7,-71.163129779818,42.3694770996744
2988,20c-cb-4446,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,421a7eea-33ce-440e-b99b-2977f5483ffd,-71.1633568947294,42.3692143911329
2989,20c-cb-4447,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,2ee71c6e-9a19-4986-8907-c5e2badbb823,-71.1635266100786,42.3691230479777
2990,20c-cb-4448,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,44deb76b-ad91-4d9b-b8b7-f369e17d5d7e,-71.1635626206094,42.3692050359009
2991,20c-cb-4449,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,16b1d4b7-634a-440f-81c8-93fa538b2f01,-71.1641451528264,42.3689151877218
2992,20c-cb-4450,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,1677091c-aa78-4c11-ae52-0262f160a20f,-71.1641954335091,42.3689920629905
2993,20c-cb-4451,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,32ca6629-22af-455f-b0d4-f68878f2c6a9,-71.1644488531899,42.3686566546455
2994,20c-cb-4452,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,88e61b68-6d11-4c8f-99b8-d6caf2fde39e,-71.1646591029872,42.368426577307
2995,20c-cb-4453,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,8db23d26-7830-46a7-b2a0-ec9ce38fb4a8,-71.1647546727429,42.3679000143529
2996,20c-cb-4454,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,15abf56b-521d-45c6-9d02-41faff80c90a,-71.1648910372857,42.3679260094835
2997,20c-cb-4455,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,BOYLSTON STREET,baf1436b-df01-40ab-9d94-698791bec4af,-71.1652758922318,42.3675457554478
2998,20c-cb-4456,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HOWE STREET,34862430-9e91-4dca-8732-7ccbecff7f53,-71.1650418504412,42.3674916557949
2999,20c-cb-4457,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HOWE STREET,6c22d58c-378e-4e21-a725-7bea226b08bd,-71.1649737939741,42.3674959004894
3000,18-cb-4458,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,PUTNAM STREET,36882841-7082-4ba7-854a-38585b2c3d04,-71.1657798104306,42.3667988732939
3001,18-cb-4459,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,PUTNAM STREET,3d34403f-d76f-4fba-893c-f549d96a5e22,-71.1657834415957,42.3667251208785
3002,20c-cb-4460,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PUTNAM STREET,b5129070-6e2c-4ed3-9a4f-1b5d353e664e,-71.1643301495277,42.3667771710622
3003,20c-cb-4461,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PUTNAM STREET,b9750ad3-0ff7-42d7-8612-5b401d204221,-71.1642956556224,42.3666995460347
3004,20c-cb-4462,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PUTNAM STREET,0c11bc79-d2d5-4c0d-b9c9-94eea7a28f08,-71.1639426372212,42.3673153249436
3005,20c-cb-4463,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,PUTNAM STREET,a8eef781-1a76-4704-8622-0bfb38be2cdf,-71.1638320686486,42.367293308606
3006,20c-cb-4464,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HAZEL STREET,2928192d-bfce-42b9-9154-58fb0dc91909,-71.1639565176934,42.3674580884064
3007,20c-cb-4465,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HAZEL STREET,79a8f101-49f5-4ab4-80ba-3a18eefa6a91,-71.1639956706022,42.3674011986094
3008,20c-cb-4466,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HAZEL STREET,19d6901d-9b90-421a-8680-0743fb48fbbb,-71.1645425887749,42.3675563194668
3009,20c-cb-4467,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HAZEL STREET,7ca2ef4e-799b-4979-ae30-d185ce9f74f6,-71.1645563493067,42.3674831971289
3010,20c-cb-4468,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HAZEL STREET,d30349ef-0f95-4716-941d-c29eacf19897,-71.1634753396659,42.3672521110072
3011,20c-cb-4469,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HAZEL STREET,81f15d7b-814f-4a68-8a20-8755ac762985,-71.1634257171775,42.3672954063171
3012,20c-cb-4470,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DEXTER AVENUE,797902d3-15ea-44e7-a2f5-fba6aaee93b6,-71.1629716431576,42.3667410412553
3013,20c-cb-4471,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DEXTER AVENUE,2b11e5b9-89eb-4245-966a-bff5c0424828,-71.1629071640001,42.3666901375018
3014,18-cb-4472,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,LAUREL STREET,bbadb5e4-2992-41f1-a5b6-5af4757d7a26,-71.1647727442782,42.3660928090854
3015,18-cb-4473,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,LAUREL STREET,fb32386e-e667-4c85-95ce-c62c2e70d680,-71.1655857851003,42.3661716963586
3016,18-cb-4474,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,LAUREL STREET,f6e7beaf-768e-44b2-9100-41d789b2f7e4,-71.1656880702845,42.3660979228244
3017,18-cb-4475,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,CYPRESS STREET,9f525709-e980-43dd-950f-6626e1f88579,-71.1658300047142,42.3655152212227
3018,18-cb-4476,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,CYPRESS STREET,c11969c4-b949-4ca4-8127-262cd3b00391,-71.1658410774748,42.3654394269531
3019,18-cb-4477,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,DEXTER AVENUE,8e8374c5-a2b2-40d0-82b2-37ffb7e441eb,-71.1650942704868,42.3649868930558
3020,18-cb-4478,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18, ,3b4b52b4-3d84-46e5-9f0a-7552cf68343e,-71.1656690992517,42.3644496119263
3021,18-cb-4479,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,DEXTER AVENUE,a355c64a-b164-44a2-8b17-bafa71d4d3f6,-71.1658075171662,42.3644374066092
3022,18-cb-4480,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18, ,ca05db17-b052-4386-a31e-72b0b682bb61,-71.1654491895564,42.3645497845396
3023,18-cb-4481,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18, ,88263822-704a-4e6f-aff9-2824795b7ca3,-71.1650028862038,42.3648742084221
3024,18-cb-4482,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,CYPRESS STREET,9dabbc2e-6963-4a47-abf0-46e702ba755b,-71.1643009945085,42.3654682681679
3025,18-cb-4483,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,18,CYPRESS STREET,6f71baff-faf5-41be-a239-0181bb884227,-71.1641614664199,42.3655859664485
3026,20c-cb-4484,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,CYPRESS STREET,0aa158d0-c636-484f-b747-4306bb0f1dc4,-71.1636242473448,42.3654720456263
3027,20c-cb-4485,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,CYPRESS STREET,4eac0901-b5b0-4c7b-850f-a2a8dded76f4,-71.1630467511219,42.3655576801661
3028,20c-cb-4486,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,CYPRESS STREET,ba55e946-7bbf-45eb-a90f-7ab6f92a6f69,-71.1630445915167,42.3654781220148
3029,20c-cb-4487,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,CYPRESS STREET,4411f7f7-d02f-42ef-a2ea-6a022ea35e6c,-71.1624797803117,42.3654855912714
3030,20c-cb-4488,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,CYPRESS STREET,8c5134e0-0766-4f2a-bdec-45d3194edae4,-71.1620049972207,42.3655792067734
3031,20c-cb-4489,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,CYPRESS STREET,ebaa16c2-4a0e-434b-8b36-07bde98e46f4,-71.1617919536589,42.3656335644986
3032,20c-cb-4490,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,CYPRESS STREET,a789676b-5d2b-42ea-b82c-c5ac092056cf,-71.1619113061963,42.3656425320058
3033,20c-cb-4491,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,LAUREL STREET,459e0f88-c9cf-49ee-b410-1586e38e76e6,-71.1620016948968,42.3661238294649
3034,20c-cb-4492,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,LAUREL STREET,6050fb68-1f8d-4101-bda3-24a733e41b09,-71.1621024130316,42.3661930457492
3035,20c-cb-4493,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,LAUREL STREET,b67f5916-93bf-44ef-8eb1-6654a1f884ec,-71.1627188866852,42.3661843163856
3036,20c-cb-4494,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,LAUREL STREET,fca4911a-3046-41e0-bf0f-455a434cabc6,-71.16273875612,42.3661124536424
3037,20c-cb-4495,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HAZEL STREET,e23e4edd-f2f6-4a09-937e-f3d3d1b58ee2,-71.1620070044886,42.3664106522146
3038,20c-cb-4496,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HAZEL STREET,2c4cc8b6-b3f8-4503-ae30-099e519756bb,-71.1620737550141,42.366329354617
3039,20c-cb-4497,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HAZEL STREET,06407899-d2f1-466b-865b-622e100ccfd0,-71.1624510275425,42.3665732834493
3040,20c-cb-4498,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,HAZEL STREET,38342837-0871-49d8-9346-a8c036c06e91,-71.1624081423251,42.3666457745068
3041,20c-cb-4499,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,QUIMBY STREET,bbd47d02-bbde-45d0-8ca2-874a70fbb08b,-71.1618057035396,42.366267069269
3042,20c-cb-4500,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,OAK STREET,b5fb3ccf-9854-49cf-9e20-d0b90423e5ac,-71.161175834324,42.3662597589311
3043,20c-cb-4501,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,OAK STREET,6cbe1af9-9fbf-4997-8fb5-c1ee043175b5,-71.160467059134,42.3665300741819
3044,20c-cb-4502,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,OAK STREET,06c465bc-355e-48fb-abe2-543890f9b295,-71.1601814836132,42.3667903069588
3045,20c-cb-4503,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,MELENDY AVENUE,49664f90-bc6e-4283-b55b-913ee334c9b1,-71.1599260224722,42.3667646554878
3046,20c-cb-4504,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,MELENDY AVENUE,d5625532-f0c6-4abb-969d-34aacda7718d,-71.1598083738318,42.3664678790963
3047,20c-cb-4505,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,MELENDY AVENUE,dfccb7bf-12e9-46e4-a958-7589908315b7,-71.1599115887102,42.3664463038127
3048,20c-cb-4506,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,LAUREL STREET,439e3037-97d0-41e0-8dd3-1f44c933823a,-71.1600502788044,42.3661619808833
3049,20c-cb-4507,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,LAUREL STREET,c435b8ba-72ff-4242-8967-7dd4970bdef2,-71.1600536679647,42.3662388562752
3050,20c-cb-4508,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,MELENDY AVENUE,32298e3c-f804-420c-b186-b98414169566,-71.1599087998401,42.3669166814731
3051,20c-cb-4509,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,MELENDY AVENUE,15e78899-7e7f-440c-9b7d-54dd50bc94ba,-71.1597652938346,42.3668554473779
3052,20c-cb-4510,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,QUIMBY STREET,19183521-17c2-4a59-8123-39d99f666cae,-71.1600679299531,42.3681462034507
3053,20c-cb-4511,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,QUIMBY STREET,ad2832e6-5f2d-47c8-8151-8693404408a7,-71.1603825182476,42.3677715621669
3054,20c-cb-4512,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,WILLOW PARK,df87db1f-f957-4125-ad91-b368ab4a63c6,-71.1608295645265,42.368011686056
3055,20c-cb-4513,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,WILLOW PARK,74619cca-ade0-42f4-975d-5ca19e7de801,-71.1608375045342,42.3679702387895
3056,20c-cb-4514,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,QUIMBY STREET,d0da0e19-2f07-41eb-8cd2-a864546555ac,-71.160673445907,42.3676148539819
3057,20c-cb-4515,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,QUIMBY STREET,7f63628a-3e69-4f05-9ebb-e4d6ec2d3445,-71.1609780322245,42.3672514098787
3058,20c-cb-4516,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,QUIMBY STREET,20b21847-0672-47e9-bb3d-ede2890d2ef4,-71.1610638730844,42.3672918236281
3059,20c-cb-4517,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,QUIMBY STREET,4c19d1a2-483d-4b38-8106-712f575a2a38,-71.1615278299291,42.3669074171967
3060,20c-cb-4518,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,QUIMBY STREET,27c9ace5-1ca5-4421-965e-27aba411e1d8,-71.1614545263775,42.3668575255882
3061,20c-cb-4519,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DEXTER AVENUE,f5090679-d3d1-4aa4-9677-e8a4c98525c9,-71.1623857546291,42.3672591650635
3062,20c-cb-4520,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,FAIRFIELD STREET,c88ac5bb-ae76-450a-b0c1-64a3104b6e14,-71.1623305727224,42.3674306395236
3063,20c-cb-4521,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,FAIRFIELD STREET,4be1f0c3-39f2-492a-b165-557e20558a00,-71.1636403559094,42.3679925000913
3064,20c-cb-4522,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,FAIRFIELD STREET,ec861dbf-674b-45ad-ab0d-0469e2675eaf,-71.1636052394663,42.3680739667104
3065,20c-cb-4523,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DARTMOUTH STREET,4da7e37f-aace-4337-8b3d-2706fc3f4ecd,-71.1637278185322,42.3687941271709
3066,20c-cb-4524,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DARTMOUTH STREET,3c8ad277-e160-4b24-8c76-1a175ea45d9a,-71.1636847415339,42.3686855368555
3067,20c-cb-4525,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DARTMOUTH STREET,e9c6317f-38fe-4f59-adc5-e9cc5b16ba06,-71.1633850962186,42.3685558603675
3068,20c-cb-4526,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DARTMOUTH STREET,576614f5-b1b0-4715-af69-7952d27be97d,-71.1633463530976,42.3686367977222
3069,20c-cb-4527,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DARTMOUTH STREET,69cbf691-7c4b-4e52-93d5-ce0d83efe367,-71.162872329782,42.3684276437088
3070,20c-cb-4528,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DARTMOUTH STREET,16677160-2c91-46ec-a85d-0be9ec2b96d7,-71.1628509387703,42.3684760045737
3071,20c-cb-4529,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DARTMOUTH STREET,9143b782-c6c2-4885-8234-cd1738590848,-71.1621737257042,42.3682038604479
3072,20c-cb-4530,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DARTMOUTH STREET,1998b545-a9ef-4bd3-bcf1-55d3aebfc6d8,-71.1622210488924,42.3681390106368
3073,20c-cb-4531,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DARTMOUTH STREET,7f2bf748-d509-4223-9350-91a1a5cc6b85,-71.1617333293949,42.3678956828007
3074,20c-cb-4532,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DEXTER AVENUE,3e6f2ceb-1f4a-4fb4-9d36-572977780899,-71.1617803350134,42.3677699307253
3075,20c-cb-4533,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DEXTER AVENUE,2fe553ce-2eb0-41e0-bbb0-a39658ba46d1,-71.1616649429542,42.3676988902669
3076,20c-cb-4534,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DEXTER AVENUE,ff2d3fed-875e-465b-a4bf-4e13c440f679,-71.161204072912,42.3682322924673
3077,20c-cb-4535,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DEXTER AVENUE,076861bd-feb5-4751-9ea2-5967d62a1868,-71.1611519790718,42.3682857149099
3078,20c-cb-4536,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DEXTER AVENUE,6228800b-9dfd-41b7-b919-9580a177eba4,-71.1610607335579,42.3682245832864
3079,20c-cb-4537,,Catchbasin,0,0,,Cover,1,1,1,1,4/4/2019 9:11:54 AM,WSE03\GannonR,0,20c,DEXTER AVENUE,01ae706f-5024-4355-8120-25644bf07430,-71.1608527474127,42.3684116902214
