FID,OBJECTID,ANCILLARYR,ENABLED,SUBTYPEFIE,FACILITYID,SYMBOLROTA,LIFECYCLES,WATERTYPE,INSTALLDAT,SURFACEELE,LASTEDITOR,LASTEDITDA,COMMENTS,OWNER,ARCFMID,HISTORICAL,FRAMEMATER,ACCESSMATE,WALLMATERI,GRATETYPE,DEPTH,INVERTELEV,ADDRESS,COATINGTYP,HOODED,CURBINLET,NORMENABLE,SOURCE1,LastCleanD,DEEP,x,y
1051,3118,0,1,1,D36CBN4125,11,IS,STORM,8/15/80 0:00,999,CDM,10/13/04 0:00, ,CDPW,SCB000002384, ,UNK,UNK,UNK,D,999,999,FAWCETT,UNK,0,0,0,ALEWIFEPHASE1SHEET4,10/23/08 0:00, ,-71.1494568,42.39329635
1052,3120,0,1,1,D31CBN4674,57,IS,STORM,7/25/80 0:00,999,GTS,10/26/11 0:00, ,CDPW,SCB000005458, ,CI,CI,CBLK,D,84,999, ,UNK,0,1,0,PHASE5CONTRACT1SHEET5,7/15/11 0:00,Y,-71.12202689,42.38141136
1053,3122,0,1,1,D31CBN4611,57,IS,STORM,3/4/10 0:00,999,GTS,2/15/11 0:00, ,CDPW, , ,UNK,UNK,UNK,D,999,999,56 SHEPARD ST,UNK,0,0,0,REMEDIAL FY11,4/26/10 0:00, ,-71.12430111,42.38050306
1054,3123,0,1,1,D31CBN4932,57,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000939, ,UNK,UNK,UNK,D,999,999,PKX LOT ON WALKER ST,UNK,0,0,0,PHASE5CONTRACT1SHEET7,4/26/10 0:00, ,-71.12417031,42.38242812
1055,3125,0,1,1,D01CBN3689,80,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/7/10 0:00,REPAIR,CDPW,SCB000003558, , , , ,F,0,999,13 SECKEL ST,UNK,0,1,0, ,10/7/10 0:00, ,-71.09387489,42.36961039
1056,3126,0,1,1,D01CBN3688,80,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/7/10 0:00, ,CDPW,SCB000003557, , , , ,F,0,999,18 SECKEL ST,UNK,0,1,0, ,10/7/10 0:00, ,-71.09384865,42.36956438
1057,3127,0,1,1,D01CBN3681,80,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/14/10 0:00, ,CDPW,SCB000003556, , , , ,F,0,999,SECKEL ST,UNK,1,1,0, ,10/7/10 0:00, ,-71.09339931,42.36969421
1058,3128,0,1,1,D01CBN3682,80,IS,STORM,1/1/1753 12:00:00 AM,999,MWH,5/28/02 0:00, ,CDPW,SCB000003555, , , , ,F,0,999,SECKEL ST,UNK,0,1,0, ,3/30/09 0:00, ,-71.09338239,42.36964457
1059,3129,0,1,1,D21CBN0811,45,IS,STORM,8/25/89 0:00,999,GTS,10/5/10 0:00, ,CDPW,SCB000001416, ,UNK,UNK,UNK,D,999,999,MASS AVE.,UNK,0,1,0,PHASE6CONTRACT1CSHEET3,9/8/10 0:00, ,-71.11323242,42.3703873
1060,3130,0,1,1,D21CBN0753,24,IS,STORM,8/25/89 0:00,999,GTS,10/5/10 0:00, ,CDPW,SCB000001423, ,UNK,UNK,UNK,D,999,999,MT AUBURN AND PUTNAM,UNK,0,1,0,PHASE6CONTRACT1CSHEET3,9/9/10 0:00, ,-71.11341854,42.37017391
1061,3131,0,1,1,D21CBN1310,24,IS,STORM,8/25/89 0:00,999,GTS,10/5/10 0:00, ,CDPW,SCB000000326, ,UNK,UNK,UNK,F,999,999,1050 MASS AVE,UNK,0,0,0,PHASE6CONTRACT1BSHEET5,9/9/10 0:00, ,-71.11321029,42.37001246
1062,3132,0,1,1,D21CBN1232,27,IS,STORM,8/25/89 0:00,999,GTS,10/27/11 0:00,NEEDS VACTOR - HOOD TOO BIG,CDPW,SCB000000325, ,UNK,UNK,UNK,F,999,999,1013 MASS AVE,UNK,1,0,0,PHASE6CONTRACT1CSHEET4,8/14/08 0:00,Y,-71.11180189,42.36949416
1063,3133,0,1,1,D21CBN1344,30,IS,STORM,8/25/89 0:00,999,GTS,9/21/09 0:00, ,CDPW,SCB000000324, ,CI,CI,CBLK,F,84,999,1000 MASS AVE,UNK,1,1,0,PHASE6CONTRACT1CSHEET4,5/13/09 0:00, ,-71.11084278,42.36914416
1064,3140,0,1,1,D01CBN2384,23,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/7/10 0:00, ,CDPW,SCB000003744, , , , ,D,0,999,253 ELM,UNK,0,1,0, ,5/5/10 0:00, ,-71.09569954,42.37251393
1065,3141,0,1,1,D01CBN2385,23,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/27/11 0:00,REPAIR / OIL,CDPW,SCB000003715, , , , ,D,0,999,248 ELM ST,UNK,0,1,0, ,7/7/11 0:00,Y,-71.09564973,42.37245037
1066,3142,0,1,3,D01CBN2455,23,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW,SCB000003686, ,STL,STL, ,OTH,0,999, ,UNK,0,0,0, ,, ,-71.09569338,42.37394124
1067,3143,0,1,1,D32CBN3905,35,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,REPAIR,CDPW,SCB000005765, , , , ,F,0,999, ,UNK,0,0,0, ,6/15/10 0:00, ,-71.14929547,42.37641774
1068,3144,0,1,1,D32CBN4404,18,IS,STORM,5/27/77 0:00,999,CDM,12/30/04 0:00, ,CDPW,SCB000002656, ,STL,STL, ,D,0,999,588 HURON,UNK,0,0,0,PHASE4CONTRACT1SHEET7,, ,-71.14848889,42.37886858
1069,3145,0,1,1,D32CBN4405,20,IS,STORM,5/27/77 0:00,999,CDM,12/30/04 0:00, ,CDPW,SCB000002657, ,STL,STL, ,D,0,999,588 HURON,UNK,0,0,0,PHASE4CONTRACT1SHEET7,8/1/08 0:00, ,-71.14843684,42.37899644
1070,3146,0,1,1,D32CBN4011,25,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00,REPAIR,CDPW,SCB000002653, ,STL,STL, ,D,0,999,47 PARK,UNK,0,0,0, ,5/26/10 0:00, ,-71.14909897,42.3776225
1071,3148,0,1,1,D31CBN0411,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00,CLAMSHELL OBSTRUCTION - BRICKS INSIDE,CDPW,SCB000000539, , , , ,D,0,999,257 MT AUBURN,UNK,1,0,0, ,11/29/10 0:00, ,-71.13164577,42.37482711
1073,3174,0,1,1,D32CBN3400,72,IS,STORM,7/13/10 0:00,999,GTS,2/15/11 0:00, ,CDPW, , , , , ,F,0,999,32 ABERDEEN,UNK,0,0,0,REMEDIAL FY11,3/26/10 0:00, ,-71.14635728,42.37615536
1074,3175,0,1,1,D32CBN3309,72,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000002604, , , , ,F,0,999,41 ABERDEAN ST,UNK,0,1,0, ,4/25/10 0:00, ,-71.14622001,42.3764918
1075,3176,0,1,1,D32CBN3321,72,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000002226, , , , ,F,0,999,69 ABERDEEN,UNK,0,0,0, ,4/25/10 0:00, ,-71.14652848,42.37718941
1076,3177,0,1,1,D32CBN3320,72,IS,STORM,1/1/1753 12:00:00 AM,999,CDM,12/28/04 0:00, ,CDPW,SCB000002225, , , , ,F,0,999,69 ABERDEEN,UNK,0,0,0, ,, ,-71.14660899,42.37716628
1077,3178,0,1,1,D32CBN5006,72,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000002224, , , , ,F,0,999,68 ABERDEEN,UNK,0,0,0, ,5/26/10 0:00, ,-71.14670368,42.37714382
1078,3179,0,1,1,D32CBN3515,82,IS,STORM,5/27/77 0:00,999,GTS,10/28/11 0:00, ,CDPW,SCB000002664, ,STL,STL, ,D,0,999,43 HOMER,UNK,1,0,0,PHASE4CONTRACT1SHEET5,8/24/11 0:00,Y,-71.14824229,42.37624593
1079,3180,0,1,1,D32CBN3510,82,IS,STORM,5/27/77 0:00,999,GTS,10/28/11 0:00,RESET,CDPW,SCB000002663, ,STL,STL, ,D,0,999,43 HOMER,UNK,1,0,0,PHASE4CONTRACT1SHEET5,8/24/11 0:00,Y,-71.14815736,42.37627122
1080,3183,0,1,1,D32CBN0494,82,IS,STORM,6/29/10 0:00,999,GTS,12/13/10 0:00, ,CDPW, , ,STL,STL, , ,0,999,MT AUBURN,UNK,1,0,0,REMEDIAL FY11,11/30/10 0:00,Y,-71.14897283,42.37475591
1082,3195,0,1,1,D41CBN5111,47,IS,STORM,5/13/98 0:00,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999,11 ALLEN ST.,UNK,0,0,0,ORCH-REC-05B,6/16/10 0:00, ,-71.12003817,42.39020964
1083,3196,0,1,1,D41CBN5110,47,IS,STORM,5/13/98 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000005037, ,STL,STL, ,F,0,999,10 ALLEN ST.,UNK,0,0,0,ORCH-REC-05B,6/16/10 0:00, ,-71.11997677,42.39018167
1084,3197,0,1,1,D41CBN5109,47,IS,STORM,5/13/98 0:00,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999,18 ORCHARD ST,UNK,0,0,0,ORCH-REC-02,6/12/10 0:00, ,-71.11953187,42.39052472
1088,3201,0,1,1,D41CBN9730,0,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW,SCB000004574, , , , ,AM,0,999,LOT NEAR 91 HARVEY,UNK,0,0,0, ,, ,-71.13307014,42.39769091
1089,3205,0,1,1,D41CBN2516,40,ABN,STORM,1/1/1753 12:00:00 AM,999,GTS,10/26/11 0:00, ,CDPW,SCB000004650, , , , ,D,0,999,EDMUNDS AND MASS AVE.,UNK,0,1,0,2480 Mass Ave Site Plan 7-19-04,8/18/11 0:00,Y,-71.13213893,42.39882963
1090,3206,0,1,1,D41CBN2518,40,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW,SCB000004617, , , , ,BG,0,999,MARINO REST LOT,UNK,0,0,0, ,, ,-71.13150575,42.39868662
1091,3211,0,1,1,D33CBN3420,79,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001599, , , , ,D,0,999,186 CUSHING ST,UNK,0,0,0, ,8/30/10 0:00, ,-71.15258441,42.37975726
1092,3214,0,1,1,D28CBN1006,27,IS,STORM,1/1/1753 12:00:00 AM,999, ,, ,CDPW,SCB000004147, , , , ,F,0,999, ,UNK,0,0,0, ,5/29/08 0:00, ,-71.12553998,42.37307775
1094,3221,0,1,1,D33CBN4917,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000005738, , , , ,D,0,999, ,UNK,0,0,0,Thingvalla Ave Construction 1983 Sht 02,6/10/10 0:00, ,-71.15470828,42.37613605
1095,3222,0,1,1,D33CBN4908,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,11/29/10 0:00, ,CDPW,SCB000001581, , , , ,D,0,999,27 ERICSON ST,UNK,0,1,0,Thingvalla Ave Construction 1983 Sht 02,6/15/10 0:00, ,-71.15462313,42.3761268
1096,3223,0,1,1,D33CBN4905,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001582, , , , ,D,0,999,THINGVALLA,UNK,0,1,0, ,6/22/10 0:00, ,-71.15464224,42.37623947
1097,3224,0,1,1,D32CBN5005,72,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000002223, , , , ,F,0,999,68 ABERDEEN,UNK,0,0,0, ,4/28/10 0:00, ,-71.14678263,42.37712159
1098,3225,0,1,1,D32CBN5106,72,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000002222, , , , ,F,0,999,104 ABERDEEN,UNK,0,0,0, ,3/26/10 0:00, ,-71.14719096,42.37804482
1099,3226,0,1,1,D32CBN5105,72,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW, , ,STL,STL, ,F,0,999, ,UNK,0,0,0, ,5/26/10 0:00, ,-71.14711129,42.37806768
1100,3227,0,1,1,D32CBN3330,72,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000002221, , , , ,F,0,999,107 ABERDEEN,UNK,0,0,0, ,4/25/10 0:00, ,-71.14701321,42.37808253
1101,3228,0,1,1,D32CBN3331,72,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000002220, , , , ,F,0,999,107 ABERDEEN,UNK,0,0,0, ,4/25/10 0:00, ,-71.14692868,42.37810126
1102,3232,0,1,1,D32CBN4207,80,IS,STORM,5/27/77 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000002790, ,STL,STL, ,D,0,999,19 HOLMES,UNK,1,0,0,PHASE4CONTRACT1SHEET8,10/26/10 0:00, ,-71.14983693,42.37767214
1103,3233,0,1,1,D32CBN4015,25,IS,STORM,5/27/77 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000002654, ,STL,STL, ,D,0,999,HIGH AND PARK,UNK,0,0,0,PHASE4CONTRACT1SHEET7,5/26/10 0:00, ,-71.14890997,42.37808636
1104,3235,0,1,1,D33CBN3805,0,IS,STORM,5/27/77 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000001649, ,STL,STL, ,D,0,999,27 HIGH,UNK,1,0,0,PHASE4CONTRACT1SHEET9,10/26/10 0:00, ,-71.14984443,42.37826365
1105,3238,0,1,1,D32CBN5215,45,IS,STORM,5/27/77 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000002748, , , , ,F,0,999,548 HURON A,UNK,0,0,0,PHASE4CONTRACT1SHEET4,3/29/10 0:00, ,-71.14622329,42.37907516
1106,3239,0,1,1,D32CBN5216,45,IS,STORM,5/27/77 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000002690, , , , ,F,0,999,HURON AVE,UNK,0,0,0,PHASE4CONTRACT1SHEET4,8/25/10 0:00, ,-71.14612772,42.3789651
1107,3240,0,1,1,D01CBN2938,23,IS,STORM,6/1/77 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000003092, , , , ,F,0,999,CARD MED AVE,UNK,1,1,0,PHASE3CONTRACT4SHEET13,11/4/10 0:00, ,-71.089206,42.37071635
1108,3241,0,1,1,D01CBN3380,23,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/14/10 0:00, ,CDPW,SCB000003022, , , , ,F,0,999,2 JAMES WAY,UNK,1,1,0,CRA CONTRACT 14 SHT 03 1982S,9/29/10 0:00, ,-71.08931659,42.3703778
1109,3242,0,1,1,D01CBN3031,23,IS,STORM,6/1/77 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000003044, ,STL,STL, ,F,0,999,5 PLYMOUTH,UNK,1,0,0,PHASE3CONTRACT4SHEET15,11/4/10 0:00, ,-71.09071121,42.36845525
1110,3243,0,1,1,D01CBN3032,23,IS,STORM,6/1/77 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000003045, ,STL,STL, ,F,0,999,6 PLYMOUTH,UNK,1,0,0,PHASE3CONTRACT4SHEET15,11/4/10 0:00, ,-71.09074517,42.36839368
1111,3244,0,1,1,D01CBN3112,23,IS,STORM,6/1/77 0:00,999,GTS,12/13/10 0:00,REPAIR,CDPW,SCB000003591, , , , ,F,0,999,40 YORK ST,UNK,1,1,0,PHASE3CONTRACT4SHEET19,11/4/10 0:00, ,-71.09209541,42.3695913
1112,3245,0,1,1,D01CBN3111,23,IS,STORM,6/1/77 0:00,999,CDM,12/27/04 0:00, ,CDPW,SCB000003592, , , , ,F,0,999,40 YORK ST,UNK,0,1,0,PHASE3CONTRACT4SHEET19,, ,-71.0920411,42.36964755
1115,3250,0,1,1,D26CBN1716,55,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00, ,CDPW,SCB000004182, , , , ,D,0,999, ,UNK,0,0,0, ,11/29/10 0:00, ,-71.12178171,42.37438357
1116,3272,0,1,1,D01CBN1709,25,IS,STORM,1/1/02 0:00,20.2,GTS,11/29/10 0:00, ,CDPW,SCB000003080, , , , ,D,0,14.7,LAMBERT ST,UNK,0,0,0,CAMBRIDGE_STREET_2002,4/9/10 0:00, ,-71.08682258,42.37250031
1118,3280,0,1,1,D41CBN5112,47,IS,STORM,5/13/98 0:00,999,GTS,10/26/11 0:00,REPAIR - NOT HOLDING WATER,CDPW,SCB000005067, ,STL,STL, ,D,0,999,OPPOSITE 15 ORCHARD ST,UNK,1,0,0,ORCH-REC-02,8/18/11 0:00,Y,-71.11942365,42.39048405
1120,3288,0,1,1,D33CBN2911,25,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001641, , , , ,D,0,999,81 OXFORD,UNK,0,1,0, ,8/30/10 0:00, ,-71.15524424,42.37837045
1121,3289,0,1,1,D33CBN2908,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001638, , , , ,D,0,999,73 LAWN,UNK,0,0,0, ,8/30/10 0:00, ,-71.1549021,42.37817032
1122,3290,0,1,1,D33CBN5001,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001617, , , , ,D,0,999,99 THINGVALLA,UNK,0,1,0,Thingvalla Ave Construction 1983 Sht 02,6/10/10 0:00, ,-71.15387076,42.376121
1123,3291,0,1,1,D33CBN5004,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/18/10 0:00, ,CDPW,SCB000001616, , , , ,D,0,999,32 SULLIVAN,UNK,0,1,0,Thingvalla Ave Construction 1983 Sht 02,4/22/09 0:00, ,-71.15383058,42.37607826
1124,3293,0,1,1,D33CBN4904,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,6/18/10 0:00, ,CDPW,SCB000001619, , , , ,D,0,999,100 THINGVALLA,UNK,0,1,0,Thingvalla Ave Construction 1983 Sht 02,4/22/09 0:00, ,-71.15369283,42.37610726
1125,3294,0,1,1,D33CBN5504,0,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00,BROKEN GRATE,CDPW,SCB000001584, , , , ,D,0,999,44 THINGVALLA,UNK,0,1,0,Thingvalla Ave Construction 1983 Sht 02s,6/10/10 0:00, ,-71.15334473,42.37617808
1126,3295,0,1,1,D33CBN3209,79,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/5/10 0:00, ,CDPW,SCB000001588, , , , ,D,0,999,85 CUSHING,UNK,0,1,0, ,5/25/10 0:00, ,-71.15187656,42.37728969
1127,3297,0,1,1,D33CBN3504,79,IS,STORM,5/26/77 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000001592, , , , ,D,0,999,109 CUSHING,UNK,1,0,0,PHASE4CONTRACT2SHEET6,11/23/10 0:00, ,-71.15204045,42.37793314
1128,3298,0,1,1,D33CBN6004,8,IS,STORM,5/26/77 0:00,999,GTS,10/6/10 0:00,STEEL PLATE,CDPW,SCB000005747, ,STL,STL, ,D,0,999, ,UNK,0,0,0,PHASE4CONTRACT2SHEET8A,4/22/09 0:00, ,-71.15119437,42.37478366
1129,3303,0,1,1,D01CBN5168,28,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000003667, , , , ,D,0,999,AMORY-ST MARY RD,UNK,0,1,0,9 St Mary Rd Site Plan 20090206,5/4/10 0:00, ,-71.10095096,42.37103973
1130,3304,0,1,1,D01CBN5170,28,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/6/10 0:00, ,CDPW,SCB000003668, , , , ,D,0,999,AMORY-ST MARY RD,UNK,0,1,0, ,5/4/10 0:00, ,-71.10098315,42.37099501
1131,3305,0,1,1,D01CBN3206,23,IS,STORM,8/1/79 0:00,999,GTS,10/14/10 0:00, ,CDPW,SCB000003107, ,STL,STL, ,F,0,999,2 HARDWICK,UNK,1,0,0,CH 90 2004 CARD MEDIEROS P 13 .DWG,10/6/10 0:00, ,-71.08997729,42.36967062
1132,3306,0,1,1,D01CBN3212,23,IS,STORM,6/1/77 0:00,999,CDM,12/22/04 0:00, ,CDPW,SCB000003108, ,STL,STL, ,D,0,999,18 HARDWICK,UNK,0,0,0,PHASE3CONTRACT4SHEET8,2/10/10 0:00, ,-71.09043986,42.36981993
1133,3307,0,1,1,D01CBN3438,23,IS,STORM,6/1/77 0:00,20.49,CDM,12/22/04 0:00, ,CDPW,SCB000003102, , , , ,D,0,999,22 MARCELLA,UNK,0,1,0,PHASE3CONTRACT4SHEET9,9/4/09 0:00, ,-71.08979418,42.37145787
1134,3308,0,1,1,D01CBN3211,23,IS,STORM,6/1/77 0:00,999,GTS,10/14/10 0:00, ,CDPW, , ,STL,STL, ,D,0,999,17 HARDWICK,UNK,0,0,0,PHASE3CONTRACT4SHEET8,10/6/10 0:00, ,-71.09038543,42.36987505
1135,3309,0,1,1,D01CBN3335,23,IS,STORM,8/1/79 0:00,20.88,CDM,4/4/05 0:00, ,CDPW,SCB000003025, ,STL,STL, ,D,0,999,27 MARNEY ST,UNK,0,0,0,REC-13,5/7/09 0:00, ,-71.09009806,42.37053585
1136,3310,0,1,1,D01CBN3328,23,IS,STORM,8/1/79 0:00,20.89,GTS,10/14/10 0:00, ,CDPW,SCB000003023, , , , ,F,0,999,2 MARNEY ST,UNK,1,1,0,REC-13,9/29/10 0:00, ,-71.08963797,42.37031762
1137,3311,0,1,1,D01CBN2915,23,IS,STORM,6/1/77 0:00,999,GTS,10/14/10 0:00, ,CDPW,SCB000003054, , , , ,F,0,999,PLYMOUTH-CM AVE,UNK,0,0,0,PHASE3CONTRACT4SHEET11,9/29/10 0:00, ,-71.09054516,42.36836481
1138,3312,0,1,1,D01CBN3143,23,IS,STORM,6/1/77 0:00,999,GTS,10/27/11 0:00, ,CDPW,SCB000003110, , , , ,F,0,999,3 VANDINE,UNK,1,1,0,PHASE3CONTRACT4SHEET17,8/4/11 0:00,Y,-71.09044349,42.36886434
1139,3313,0,1,1,D01CBN2930,23,IS,STORM,6/1/77 0:00,999,GTS,10/14/10 0:00, ,CDPW,SCB000003055, ,STL,STL, ,F,0,999,303 CM AVE,UNK,0,0,0,PHASE3CONTRACT4SHEET11,10/6/10 0:00, ,-71.09018998,42.36920521
1140,3314,0,1,1,D21CBN1843,20,IS,STORM,8/25/89 0:00,999,GTS,10/5/10 0:00,REPAIR,CDPW,SCB000001412, ,UNK,UNK,UNK,D,999,999,HARVARD AND PRESCOTT,UNK,0,1,0,PHASE6CONTRACT1CSHEET8,9/4/10 0:00, ,-71.11430533,42.37213105
1141,3315,0,1,1,D31CBN2014,61,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00, ,CDPW,SCB000000792, ,UNK,UNK,UNK,F,999,999,62 SPARKS,UNK,0,1,0,PHASE5CONTRACT2SHEET15,4/22/10 0:00, ,-71.13045117,42.37843642
1142,3316,0,1,1,D37CBN1402,12,IS,STORM,8/25/89 0:00,999,GTS,12/13/10 0:00, ,CDPW,SCB000004052, ,CI,CI,CBLK,F,84,999,BELLIS AND SHERMAN,UNK,1,1,0,PHASE6CONTRACT1ASHEET3,11/19/10 0:00, ,-71.13281989,42.39032608
1143,3317,0,1,1,D31CBN4075,57,IS,STORM,7/25/80 0:00,999,GTS,10/6/10 0:00,REPAIR - HOOD BROKEN,CDPW,SCB000000976, ,UNK,UNK,UNK,D,999,999,GARDEN AND LINNAEAN ST,UNK,0,0,0,PHASE5CONTRACT1SHEET3,6/24/10 0:00, ,-71.12670984,42.38216574
1144,3319,0,1,1,D21CBN1406,26,IS,STORM,8/25/89 0:00,22.48,GTS,10/5/10 0:00, ,CDPW,SCB000001386, ,UNK,UNK,UNK,F,0.94,21.54,MT AUBURN AND PLYMPTON,UNK,0,0,0,Harvard Sq Asbuilt V1 Sheet D6,8/2/10 0:00, ,-71.11698095,42.37134676
1145,3322,0,1,1,D21CBN1543,24,IS,STORM,8/25/89 0:00,999,GTS,10/27/08 0:00, ,CDPW,SCB000001429, ,CI,CI,CBLK,D,84,999,HOLYOKE PL AND MT AUBURN,UNK,1,1,0,Harvard Sq Asbuilt V1 Sheet D6,8/13/09 0:00, ,-71.11789536,42.37162015
1146,3328,0,1,1,D21CBN1431,23,IS,STORM,8/25/89 0:00,999,GTS,10/5/10 0:00, ,CDPW,SCB000001402, ,UNK,UNK,UNK,D,999,999,12 TROWBRIDGE,UNK,0,1,0,PHASE6CONTRACT1CSHEET5,6/8/10 0:00, ,-71.11250442,42.3706438
1147,3329,0,1,1,D21CBN1404,45,IS,STORM,8/25/89 0:00,999,GTS,10/5/10 0:00, ,CDPW, , ,UNK,UNK,UNK,F,999,999, ,UNK,0,0,0,PHASE6CONTRACT1CSHEET5,9/8/10 0:00, ,-71.11283636,42.37006493
1148,3330,0,1,1,D21CBN1408,45,IS,STORM,8/25/89 0:00,999,GTS,10/5/10 0:00,CLAMSHELL OBSTRUCTION - GAS PIPE INSIDE,CDPW,SCB000001355, ,UNK,UNK,UNK,F,999,999,TROWBRIDGE AND MASS,UNK,0,0,0,PHASE6CONTRACT1BSHEET5,6/8/10 0:00, ,-71.11291495,42.37019373
1149,3331,0,1,1,D21CBN1048,23,IS,STORM,8/25/89 0:00,999,GTS,10/5/10 0:00, ,CDPW,SCB000001357, ,UNK,UNK,UNK,F,999,999,TROWBRIDGE AND HARVARD,UNK,0,0,0,PHASE6CONTRACT1CSHEET5,9/9/10 0:00, ,-71.11200688,42.37138506
1150,3332,0,1,1,D21CBN1049,23,IS,STORM,12/9/10 0:00,999,GTS,10/26/11 0:00, ,CDPW, , ,UNK,UNK,UNK,F,999,999,TROWBRIDGE AND HARVARD,UNK,1,1,0,REMEDIAL,10/11/11 0:00,Y,-71.11191675,42.37152157
1151,3333,0,1,1,D34CBN3056,11,IS,STORM,8/15/80 0:00,999,CDM,10/13/04 0:00, ,CDPW,SCB000002240, ,UNK,UNK,UNK,D,999,999,CONCORD,UNK,0,1,0,ALEWIFEPHASE1SHEET6,, ,-71.15057689,42.39004874
1153,3335,0,1,1,D36CBN4909,11,IS,STORM,8/15/80 0:00,999,CDM,10/13/04 0:00, ,CDPW,SCB000002241, ,UNK,UNK,UNK,AG,999,999,PKX LOT,UNK,0,0,0,ALEWIFEPHASE1SHEET7,, ,-71.15123032,42.39067963
1154,3336,0,1,1,D36CBN5532,0,IS,STORM,8/15/80 0:00,999,GTS,3/31/09 0:00,NEEDS VACTOR,CDPW,SCB000002533, ,UNK,UNK,UNK,F,999,999,CONCORD,UNK,0,0,0,ALEWIFEPHASE1SHEET7,10/31/08 0:00, ,-71.14652451,42.38922774
1155,3340,0,1,1,D01CBN4208,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,10/14/10 0:00,RESET,CDPW,SCB000003574, , , , ,DC,0,999,50 HAMPSHIRE,UNK,0,0,0, ,10/7/10 0:00, ,-71.09246896,42.36678148
1156,3341,0,1,1,D01CBN0090,48,IS,STORM,4/29/04 0:00,999,GTS,10/27/11 0:00, ,CDPW,SCB000003538, , , , ,D,0,999,100HAMPSHIRE,UNK,1,1,0,REMEDIAL 2004,8/2/11 0:00,Y,-71.09168021,42.36630058
1157,3342,0,1,1,D01CBN4221,48,IS,STORM,1/1/1753 12:00:00 AM,999,GTS,12/13/10 0:00,REPAIR,CDPW,SCB000003811, , , , ,D,0,999,64 HAMPSHIRE,UNK,1,1,0,60 HampshireSt SitePlan 19980501,11/4/10 0:00, ,-71.09335425,42.36750576
