OBJECTID,FEATURE_TY,SOURCE,TYPE,X_COORD,Y_COORD,EDITDATE,EDITBY,EDITWHY,BMPNOTES,StrucIDnum,PublicOwne,DudeID,Longitude,Latitude
"3979",CBN,,CBN,738659.187500000000000,3009116.750000000000000,,,,,"3955",yes,DStr3955,-71.19406780,42.50476427
"3981",CBN,,CBN,738656.312500000000000,3009067.250000000000000,,,,,"3957",yes,DStr3957,-71.19407720,42.50462811
"3984",CBN,,CBN,738653.875000000000000,3017446.749999999534339,,,,,"3960",yes,DStr3960,-71.19398560,42.52761691
"3986",CBN,,CBN,738651.312500000000000,3013808.000000000000000,5/5/20,TFH,"Correct location, alignment",,"3962",yes,DStr3962,-71.19385940,42.51725870
"3995",CBN,,CBN,738642.375000000000000,3015911.250000000000000,,,,,"3971",yes,DStr3971,-71.19405920,42.52340788
"3996",CBN,,CBN,738641.562500000000000,3009598.000000000000000,,,,,"3972",yes,DStr3972,-71.19413440,42.50609892
"3997",CBN,,CBN,738641.500000000000000,3010136.250000000000000,,,,,"3973",yes,DStr3973,-71.19412750,42.50757584
"3998",CBN,,CBN,738639.187500000000000,3010840.750000000000000,,,,,"3974",yes,DStr3974,-71.19412670,42.50950897
"3999",CBN,,CBN,738639.062500000000000,3018630.500000000000000,,,,,"3975",yes,DStr3975,-71.19402480,42.53086518
"4000",CBN,,CBN,738638.937500000116415,3009091.000000000000000,,,,,"3976",yes,DStr3976,-71.19414190,42.50469031
"4003",CBN,,CBN,738636.812500000000000,3010819.750000000000000,,,,,"3979",yes,DStr3979,-71.19413580,42.50945137
"4004",CBN,,CBN,738632.500000000000000,3017457.250000000000000,,,,,"3980",yes,DStr3980,-71.19406480,42.52764593
"4005",CBN,,CBN,738632.125000000000000,3017640.500000000000000,,,,,"3981",yes,DStr3981,-71.19406380,42.52814876
"4006",CBN,,CBN,738630.625000000116415,3013799.999999999534339,5/5/20,TFH,"Correct location, alignment",,"3982",yes,DStr3982,-71.19393620,42.51723695
"4009",CBN,,CBN,738626.937500000116415,3001450.750000000000000,,,,,"3985",yes,DStr3985,-71.19429690,42.48374337
"4011",CBN,,CBN,738622.937500000116415,3010182.000000000000000,,,,,"3987",yes,DStr3987,-71.19419570,42.50770156
"4015",CBN,,CBN,738617.000000000000000,3015930.750000000000000,,,,,"3991",yes,DStr3991,-71.19415310,42.52346163
"4017",CBN,,CBN,738613.500000000000000,3001553.000000000000000,,,,,"3993",yes,DStr3993,-71.19434540,42.48402407
"4018",CBN,,CBN,738613.187500000000000,3009993.250000000465661,,,,,"3994",yes,DStr3994,-71.19423440,42.50718374
"4022",CBN,,CBN,738608.187500000000000,3011938.250000000000000,,,,,"3998",yes,DStr3998,-71.19422700,42.51252075
"4028",CBN,,CBN,738590.500000000000000,3011922.250000000000000,,,,,"4004",yes,DStr4004,-71.19429290,42.51247702
"4029",CBN,,CBN,738589.875000000000000,3001506.250000000000000,,,,,"4005",yes,DStr4005,-71.19443360,42.48389603
"4032",CBN,,CBN,738588.687500000000000,3011258.750000000000000,,,,,"4008",yes,DStr4008,-71.19430840,42.51065644
"4035",CBN,,CBN,738585.312500000000000,3018373.000000000000000,,,,,"4011",yes,DStr4011,-71.19422770,42.53015915
"4037",CBN,,CBN,738583.187500000000000,3011251.750000000000000,,,,,"4013",yes,DStr4013,-71.19432890,42.51063728
"4038",CBN,,CBN,738582.812500000000000,3001478.749999999534339,,,,,"4014",yes,DStr4014,-71.19446010,42.48382064
"4039",CBN,,CBN,738582.062500000000000,3012295.250000000000000,,,,,"4015",yes,DStr4015,-71.19431920,42.51350059
"4041",CBN,,CBN,738577.812500000000000,3009977.750000000000000,,,,,"4017",yes,DStr4017,-71.19436580,42.50714156
"4045",CBN,,CBN,738569.187500000000000,3011957.750000000000000,,,,,"4021",yes,DStr4021,-71.19437140,42.51257464
"4046",CBN,,CBN,738567.625000000000000,3016436.000000000000000,,,,,"4022",yes,DStr4022,-71.19431770,42.52486267
"4047",CBN,,CBN,738566.750000000000000,3010337.500000000000000,,,,,"4023",yes,DStr4023,-71.19440200,42.50812880
"4048",CBN,,CBN,738565.937500000000000,3016412.500000000000000,,,,,"4024",yes,DStr4024,-71.19432430,42.52479821
"4051",CBN,,CBN,738564.062500000000000,3012308.750000000000000,,,,,"4027",yes,DStr4027,-71.19438580,42.51353781
"4052",CBN,,CBN,738563.500000000000000,3011263.000000000000000,,,,,"4028",yes,DStr4028,-71.19440180,42.51066835
"4054",CBN,,CBN,738562.812500000000000,3018380.500000000000000,,,,,"4030",yes,DStr4030,-71.19431100,42.53017995
"4057",CBN,,CBN,738555.250000000000000,3007679.250000000000000,,,,,"4033",yes,DStr4033,-71.19448000,42.50083482
"4058",CBN,,CBN,738552.437500000000000,3011137.000000000000000,,,,,"4034",yes,DStr4034,-71.19444450,42.51032272
"4059",CBN,,CBN,738550.937500000116415,3010649.500000000000000,,,,,"4035",yes,DStr4035,-71.19445650,42.50898506
"4060",CBN,,CBN,738550.687500000000000,3009659.250000000000000,,,,,"4036",yes,DStr4036,-71.19447070,42.50625448
"4061",CBN,,CBN,738548.812500000000000,3009393.750000000000000,,,,,"4037",yes,DStr4037,-71.19448110,42.50553938
"4062",CBN,,CBN,738548.375000000000000,3011109.000000000000000,,,,,"4038",yes,DStr4038,-71.19445990,42.51024593
"4064",CBN,,CBN,738547.187500000000000,3011948.250000000000000,,,,,"4040",yes,DStr4040,-71.19445320,42.51254879
"4065",CBN,,CBN,738546.750000000000000,3011919.500000000000000,,,,,"4041",yes,DStr4041,-71.19445520,42.51246991
"4068",CBN,,CBN,738543.750000000000000,3010336.750000000000000,,,,,"4044",yes,DStr4044,-71.19448730,42.50812697
"4070",CBN,,CBN,738540.500000000000000,3011041.000000000000000,,,,,"4046",yes,DStr4046,-71.19449000,42.51005942
"4071",CBN,,CBN,738539.437500000000000,3009623.500000000000000,,,,,"4047",yes,DStr4047,-71.19451290,42.50615649
"4073",CBN,,CBN,738536.937500000000000,3004168.500000000000000,,,,,"4049",yes,DStr4049,-71.19459450,42.49120166
"4074",CBN,,CBN,738533.750000000000000,3007701.250000000000000,,,,,"4050",yes,DStr4050,-71.19455940,42.50089540
"4080",CBN,,CBN,738527.437500000000000,3004213.750000000000000,,,,,"4056",yes,DStr4056,-71.19462910,42.49132592
"4084",CBN,,CBN,738493.750000000000000,3010842.250000000000000,,,,,"4060",yes,DStr4060,-71.19466600,42.50951452
"4085",CBN,,CBN,738492.750000000000000,3010863.000000000000000,,,,,"4061",yes,DStr4061,-71.19466950,42.50957147
"4088",CBN,,CBN,738486.375000000000000,3018159.500000000000000,,,,,"4064",yes,DStr4064,-71.19459620,42.52959263
"4089",CBN,,CBN,738481.000000000000000,3018199.750000000000000,,,,,"4065",yes,DStr4065,-71.19461560,42.52970312
"4093",CBN,,CBN,738465.187500000000000,3015504.000000000000000,,,,,"4069",yes,DStr4069,-71.19472190,42.52229216
"4097",CBN,,CBN,738444.125000000000000,3009124.000000000000000,,,,,"4073",yes,DStr4073,-71.19487290,42.50480023
"4098",CBN,,CBN,738441.875000000000000,3017010.500000000000000,,,,,"4074",yes,DStr4074,-71.19478470,42.52642483
"4101",CBN,,CBN,738435.937500000000000,3008097.000000000000000,,,,,"4078",yes,DStr4078,-71.19491690,42.50198228
"4102",CBN,,CBN,738432.687500000000000,3012143.500000000000000,,,,,"4079",yes,DStr4079,-71.19487520,42.51308567
"4107",CBN,,CBN,738954.187500000000000,3009058.250000000000000,,,,,"4122",yes,DStr4122,-71.19297700,42.50460299
"4108",CBN,,CBN,738953.187500000000000,3007148.500000000000000,,,,,"4123",yes,DStr4123,-71.19301140,42.49937455
"4109",CBN,,CBN,738951.625000000000000,3001761.750000000000000,,,,,"4124",yes,DStr4124,-71.19308910,42.48459354
"4111",CBN,,CBN,738949.062499999883585,3001260.750000000000000,,,,,"4126",yes,DStr4126,-71.19310530,42.48321884
"4116",CBN,,CBN,738941.687499999883585,3006652.750000000000000,,,,,"4129",yes,DStr4129,-71.19306070,42.49801435
"4117",CBN,,CBN,738940.187500000000000,3011957.750000000000000,,,,,"4130",yes,DStr4130,-71.19299540,42.51257098
"4120",CBN,,CBN,738935.562500000000000,3006675.000000000000000,,,,,"4133",yes,DStr4133,-71.19308310,42.49807546
"4123",CBN,,CBN,738927.437500000000000,3018808.750000000000000,,,,,"4136",yes,DStr4136,-71.19295260,42.53135144
"4124",CBN,,CBN,738926.687500000000000,3019303.250000000000000,,,,,"4137",yes,DStr4137,-71.19294880,42.53270831
"4126",CBN,,CBN,738920.875000000000000,3009363.250000000000000,,,,,"4139",yes,DStr4139,-71.19310170,42.50545202
"4127",CBN,,CBN,738920.062500000000000,3011980.000000000000000,,,,,"4140",yes,DStr4140,-71.19306980,42.51263223
"4128",CBN,,CBN,738918.875000000000000,3017532.000000000000000,,,,,"4141",yes,DStr4141,-71.19300140,42.52784821
"4129",CBN,,CBN,738918.375000000000000,3001796.500000000000000,,,,,"4142",yes,DStr4142,-71.19321190,42.48468922
"4131",CBN,,CBN,738912.125000000000000,3017511.750000000000000,,,,,"4144",yes,DStr4144,-71.19302670,42.52779272
"4132",CBN,,CBN,738908.500000000000000,3019289.000000000000000,,,,,"4145",yes,DStr4145,-71.19301640,42.53266939
"4133",CBN,,CBN,738907.937500000000000,3014363.750000000465661,,,,,"4146",yes,DStr4146,-71.19308290,42.51917321
"4134",CBN,,CBN,738906.562500000000000,3011581.000000000000000,,,,,"4147",yes,DStr4147,-71.19312520,42.51153754
"4138",CBN,,CBN,738895.437500000000000,3013899.250000000000000,,,,,"4152",yes,DStr4152,-71.19313550,42.51789877
"4139",CBN,,CBN,738892.562500000000000,3011605.000000000000000,,,,,"4153",yes,DStr4153,-71.19317680,42.51160353
"4140",CBN,,CBN,738890.062500000000000,3010759.999999999534339,,,,,"4154",yes,DStr4154,-71.19319730,42.50928493
"4143",CBN,,CBN,738886.062500000000000,3014355.000000000000000,,,,,"4157",yes,DStr4157,-71.19316420,42.51914941
"4144",CBN,,CBN,738886.000000000116415,3012281.000000000000000,,,,,"4158",yes,DStr4158,-71.19319210,42.51345849
"4145",CBN,,CBN,738885.374999999883585,3010322.000000000000000,,,,,"4159",yes,DStr4159,-71.19322060,42.50808313
"4146",CBN,,CBN,738878.812500000000000,3010798.250000000000000,,,,,"4160",yes,DStr4160,-71.19323850,42.50938999
"4150",CBN,,CBN,738874.875000000000000,3015313.750000000000000,,,,,"4163",yes,DStr4163,-71.19319290,42.52178027
"4153",CBN,,CBN,738872.375000000000000,3013911.500000000000000,,,,,"4166",yes,DStr4166,-71.19322090,42.51793262
"4154",CBN,,CBN,738871.312500000000000,3018008.250000000000000,,,,,"4167",yes,DStr4167,-71.19317150,42.52915548
"4156",CBN,,CBN,738870.437500000000000,3018033.500000000000000,,,,,"4169",yes,DStr4169,-71.19317440,42.52922477
"4157",CBN,,CBN,738869.125000000000000,3012299.750000000465661,,,,,"4170",yes,DStr4170,-71.19325440,42.51351011
"4159",CBN,,CBN,738866.437500000000000,3010769.000000000000000,,,,,"4172",yes,DStr4172,-71.19328480,42.50930985
"4161",CBN,,CBN,738862.937500000116415,3019493.250000000000000,,,,,"4174",yes,DStr4174,-71.19318270,42.53323029
"4162",CBN,,CBN,738861.750000000000000,3015222.250000000000000,,,,,"4175",yes,DStr4175,-71.19324280,42.52152933
"4167",CBN,,CBN,738848.000000000000000,3014527.750000000000000,,,,,"4180",yes,DStr4180,-71.19330310,42.51962380
"4168",CBN,,CBN,738843.312500000000000,3019505.750000000000000,,,,,"4181",yes,DStr4181,-71.19325540,42.53326478
"4169",CBN,,CBN,738839.562500000000000,3013869.500000000000000,,,,,"4182",yes,DStr4182,-71.19334310,42.51781769
"4174",CBN,,CBN,738835.937500000000000,3009404.000000000000000,,,,,"4187",yes,DStr4187,-71.19341610,42.50556468
"4177",CBN,,CBN,738825.687499999883585,3014519.750000000000000,,,,,"4190",yes,DStr4190,-71.19338590,42.51960207
"4178",CBN,,CBN,738824.062500000000000,3015257.000000000000000,,,,,"4191",yes,DStr4191,-71.19338210,42.52162505
"4179",CBN,,CBN,738820.437500000000000,3007913.000000000000000,,,,,"4192",yes,DStr4192,-71.19349350,42.50147361
"4180",CBN,,CBN,738819.000000000000000,3007661.750000000000000,,,,,"4193",yes,DStr4193,-71.19350220,42.50078421
"4182",CBN,,CBN,738818.187500000000000,3007834.000000000000000,,,,,"4195",yes,DStr4195,-71.19350290,42.50125686
"4184",CBN,,CBN,738809.312500000000000,3007629.250000000000000,,,,,"4197",yes,DStr4197,-71.19353850,42.50069512
"4185",CBN,,CBN,738806.500000000000000,3016325.250000000000000,,,,,"4198",yes,DStr4198,-71.19344480,42.52454225
"4186",CBN,,CBN,738806.187500000000000,3011097.500000000000000,,,,,"4199",yes,DStr4199,-71.19350390,42.51021183
"4187",CBN,,CBN,738803.125000000000000,3011069.750000000000000,,,,,"4200",yes,DStr4200,-71.19351560,42.51013572
"4188",CBN,,CBN,738799.312500000000000,3007920.250000000000000,,,,,"4201",yes,DStr4201,-71.19357170,42.50149371
"4193",CBN,,CBN,738779.750000000000000,3016342.749999999534339,,,,,"4206",yes,DStr4206,-71.19354380,42.52459053
"4198",CBN,,CBN,738773.625000000000000,3015074.750000000000000,,,,,"4211",yes,DStr4211,-71.19357160,42.52112547
"4199",CBN,,CBN,738771.312500000000000,3016825.500000000000000,,,,,"4212",yes,DStr4212,-71.19356870,42.52591524
"4200",CBN,,CBN,738763.000000000000000,3011790.000000000000000,,,,,"4213",yes,DStr4213,-71.19365480,42.51211244
"4201",CBN,,CBN,738762.187500000000000,3016804.000000000000000,,,,,"4214",yes,DStr4214,-71.19360280,42.52585634
"4202",CBN,,CBN,738761.187500000000000,3009799.750000000000000,,,,,"4215",yes,DStr4215,-71.19374010,42.50667672
"4203",CBN,,CBN,738760.750000000000000,3018864.750000000000000,,,,,"4216",yes,DStr4216,-71.19359890,42.53145749
"4204",CBN,,CBN,738756.312500000000000,3010526.000000000000000,,,,,"4217",yes,DStr4217,-71.19369650,42.50864416
"4205",CBN,,CBN,738752.062500000000000,3015082.750000000000000,,,,,"4218",yes,DStr4218,-71.19365150,42.52114763
"4209",CBN,,CBN,738742.250000000000000,3011766.749999999534339,,,,,"4222",yes,DStr4222,-71.19373210,42.51204884
"4210",CBN,,CBN,738741.062499999883585,3012123.000000000000000,,,,,"4223",yes,DStr4223,-71.19373180,42.51302638
"4211",CBN,,CBN,738739.625000000000000,3004365.500000000000000,,,,,"4224",yes,DStr4224,-71.19384040,42.49174023
"4212",CBN,,CBN,738737.937500000000000,3007417.500000000000000,,,,,"4225",yes,DStr4225,-71.19380600,42.50011480
"4214",CBN,,CBN,738735.687500000000000,3012153.500000000000000,,,,,"4227",yes,DStr4227,-71.19375130,42.51311013
"4215",CBN,,CBN,738735.437500000000000,3018887.250000000000000,,,,,"4228",yes,DStr4228,-71.19366390,42.53156873
"4225",CBN,,CBN,738709.562500000000000,3007139.750000000000000,,,,,"4238",yes,DStr4238,-71.19391490,42.49935294
"4227",CBN,,CBN,738708.625000000000000,3009702.000000000000000,8/2/2016,MSC,UPDATE,,"4240",yes,DStr4240,-71.19377120,42.50630057
"4228",CBN,,CBN,738707.500000000000000,3011774.500000000000000,,,,,"4241",yes,DStr4241,-71.19386090,42.51207045
"4229",CBN,,CBN,738706.437500000000000,3004321.250000000000000,,,,,"4242",yes,DStr4242,-71.19396400,42.49161913
"4232",CBN,,CBN,738699.437500000000000,3007157.499999999534339,,,,,"4245",yes,DStr4245,-71.19395230,42.49940175
"4235",CBN,,CBN,738692.375000000000000,3011375.250000000000000,,,,,"4248",yes,DStr4248,-71.19392230,42.51097508
"4237",CBN,,CBN,738688.875000000000000,3001415.250000000000000,,,,,"4250",yes,DStr4250,-71.19406780,42.48364535
"4239",CBN,,CBN,738687.250000000000000,3007720.250000000000000,,,,,"4252",yes,DStr4252,-71.19399000,42.50094603
"4240",CBN,,CBN,738685.750000000000000,3007690.000000000000000,,,,,"4253",yes,DStr4253,-71.19399590,42.50086304
"4243",CBN,,CBN,738684.562500000000000,3018957.000000000000000,,,,,"4256",yes,DStr4256,-71.19385170,42.53176062
"4246",CBN,,CBN,738677.437500000000000,3011391.750000000000000,,,,,"4259",yes,DStr4259,-71.19397750,42.51102051
"4247",CBN,,CBN,738676.187500000000000,3018633.500000000000000,,,,,"4260",yes,DStr4260,-71.19388710,42.53087304
"4252",CBN,,CBN,738673.437500000000000,3018935.750000000000000,,,,,"4265",yes,DStr4265,-71.19389320,42.53170242
"4254",CBN,,CBN,738667.750000000000000,3017602.250000000000000,,,,,"4267",yes,DStr4267,-71.19393210,42.52804345
"4255",CBN,,CBN,738667.625000000000000,3018585.000000000000000,,,,,"4268",yes,DStr4268,-71.19391950,42.53074005
"4257",CBN,,CBN,739381.562500000000000,3010499.000000000000000,,,,,"4270",yes,DStr4270,-71.19137800,42.50856389
"4258",CBN,,CBN,739377.000000000000000,3017737.750000000000000,,,,,"4271",yes,DStr4271,-71.19129910,42.52840824
"4259",CBN,,CBN,739371.937500000000000,3010441.000000000000000,,,,,"4272",yes,DStr4272,-71.19141450,42.50840483
"4261",CBN,,CBN,739368.375000000000000,3008540.750000000000000,,,,,"4274",yes,DStr4274,-71.19146040,42.50316832
"4264",CBN,,CBN,739354.812500000000000,3013853.000000000000000,,,,,"4277",yes,DStr4277,-71.19143220,42.51776732
"4265",CBN,,CBN,739353.187500000000000,3017841.250000000000000,,,,,"4278",yes,DStr4278,-71.19138610,42.52869247
"4266",CBN,,CBN,739351.812500000000000,3010471.750000000000000,,,,,"4279",yes,DStr4279,-71.19148870,42.50848941
"4267",CBN,,CBN,739349.625000000000000,3013282.250000000000000,,,,,"4280",yes,DStr4280,-71.19145910,42.51620127
"4271",CBN,,CBN,739338.250000000000000,3013779.500000000000000,,,,,"4284",yes,DStr4284,-71.19149460,42.51756580
"4272",CBN,,CBN,739325.562500000000000,3013806.000000000000000,,,,,"4285",yes,DStr4285,-71.19154130,42.51763864
"4273",CBN,,CBN,739323.875000000000000,3013270.500000000000000,,,,,"4286",yes,DStr4286,-71.19155480,42.51616928
"4278",CBN,,CBN,739301.374999999883585,3010841.750000000000000,,,,,"4291",yes,DStr4291,-71.19167080,42.50950517
"4280",CBN,,CBN,739296.375000000000000,3002019.250000000000000,,,,,"4293",yes,DStr4293,-71.19180760,42.48529670
"4283",CBN,,CBN,739292.625000000000000,3007735.500000000000000,,,,,"4296",yes,DStr4296,-71.19174490,42.50098189
"4286",CBN,,CBN,739290.750000000000000,3007760.250000000000000,,,,,"4299",yes,DStr4299,-71.19175150,42.50104982
"4290",CBN,,CBN,739285.312500000000000,3010553.750000000000000,,,,,"4303",yes,DStr4303,-71.19173420,42.50871507
"4291",CBN,,CBN,739284.812500000000000,3010818.250000000000000,,,,,"4304",yes,DStr4304,-71.19173250,42.50944085
"4294",CBN,,CBN,739277.125000000000000,3002062.500000000000000,,,,,"4307",yes,DStr4307,-71.19187840,42.48541557
"4295",CBN,,CBN,739275.187500000000000,3009634.750000000000000,,,,,"4308",yes,DStr4308,-71.19178410,42.50619349
"4296",CBN,,CBN,739271.187500000000000,3010530.750000000000000,,,,,"4309",yes,DStr4309,-71.19178690,42.50865210
"4297",CBN,,CBN,739265.312500000000000,3009605.750000000000000,,,,,"4310",yes,DStr4310,-71.19182110,42.50611402
"4298",CBN,,CBN,739264.625000000000000,3000901.499999999534339,,,,,"4311",yes,DStr4311,-71.19194020,42.48222995
"4301",CBN,,CBN,739260.375000000000000,3000853.499999999534339,,,,,"4314",yes,DStr4314,-71.19195660,42.48209828
"4305",CBN,,CBN,739245.187500000000000,3010215.750000000000000,,,,,"4318",yes,DStr4318,-71.19188760,42.50778802
"4308",CBN,,CBN,739233.374999999883585,3008746.750000000000000,,,,,"4321",yes,DStr4321,-71.19196650,42.50373231
"4311",CBN,,CBN,739227.000000000000000,3010233.500000000000000,,,,,"4324",yes,DStr4324,-71.19195480,42.50783691
"4314",CBN,,CBN,739221.750000000000000,3017371.250000000000000,,,,,"4327",yes,DStr4327,-71.19188000,42.52740413
"4317",CBN,,CBN,739218.125000000000000,3016137.250000000465661,,,,,"4330",yes,DStr4330,-71.19190860,42.52403650
"4322",CBN,,CBN,739208.812500000000000,3019526.749999999534339,,,,,"4335",yes,DStr4335,-71.19189910,42.53331879
"4323",CBN,,CBN,739207.625000000000000,3008731.500000000000000,,,,,"4336",yes,DStr4336,-71.19205330,42.50369380
"4324",CBN,,CBN,739206.062500000000000,3017432.500000000000000,,,,,"4337",yes,DStr4337,-71.19193730,42.52757235
"4327",CBN,,CBN,739196.062500000000000,3014460.750000000000000,,,,,"4340",yes,DStr4340,-71.19201290,42.51943652
"4328",CBN,,CBN,739194.750000000000000,3017402.500000000465661,,,,,"4341",yes,DStr4341,-71.19197970,42.52749015
"4331",CBN,,CBN,739191.875000000000000,3019510.749999999534339,,,,,"4344",yes,DStr4344,-71.19196210,42.53327505
"4334",CBN,,CBN,739188.187500000000000,3007946.250000000000000,,,,,"4347",yes,DStr4347,-71.19212940,42.50156121
"4336",CBN,,CBN,739176.000000000000000,3017912.500000000000000,,,,,"4349",yes,DStr4349,-71.19204240,42.52888973
"4337",CBN,,CBN,739175.250000000000000,3001057.250000000000000,,,,,"4350",yes,DStr4350,-71.19226950,42.48265821
"4339",CBN,,CBN,739172.125000000000000,3014475.500000000000000,,,,,"4352",yes,DStr4352,-71.19210150,42.51947723
"4341",CBN,,CBN,739169.625000000000000,3015936.250000000000000,,,,,"4354",yes,DStr4354,-71.19209120,42.52348545
"4342",CBN,,CBN,739167.000000000000000,3017890.750000000000000,,,,,"4355",yes,DStr4355,-71.19207610,42.52883014
"4343",CBN,,CBN,739167.000000000000000,3007790.250000000000000,,,,,"4356",yes,DStr4356,-71.19221000,42.50113336
"4345",CBN,,CBN,739161.562500000000000,3015911.999999999534339,,,,,"4358",yes,DStr4358,-71.19212140,42.52341899
"4346",CBN,,CBN,739160.562500000000000,3007972.000000000000000,,,,,"4359",yes,DStr4359,-71.19223140,42.50163214
"4347",CBN,,CBN,739158.687500000000000,3016146.500000000000000,,,,,"4360",yes,DStr4360,-71.19212890,42.52406247
"4348",CBN,,CBN,739155.687500000000000,3015986.750000000000000,,,,,"4361",yes,DStr4361,-71.19214220,42.52362415
"4349",CBN,,CBN,739150.562500000000000,3016127.000000000000000,,,,,"4362",yes,DStr4362,-71.19215930,42.52400904
"4350",CBN,,CBN,739147.500000000000000,3007966.000000000000000,,,,,"4363",yes,DStr4363,-71.19228000,42.50161580
"4351",CBN,,CBN,739144.312500000000000,3001031.000000000000000,,,,,"4364",yes,DStr4364,-71.19238450,42.48258648
"4353",CBN,,CBN,739142.125000000000000,3011791.250000000000000,,,,,"4366",yes,DStr4366,-71.19224870,42.51211212
"4358",CBN,,CBN,739127.750000000000000,3011808.250000000000000,,,,,"4371",yes,DStr4371,-71.19230180,42.51215891
"4359",CBN,,CBN,739123.875000000000000,3019107.250000000000000,,,,,"4372",yes,DStr4372,-71.19221980,42.53216855
"4360",CBN,,CBN,739122.562500000000000,3015903.250000000000000,,,,,"4373",yes,DStr4373,-71.19226620,42.52339536
"4361",CBN,,CBN,739121.062499999883585,3009973.000000000000000,,,,,"4374",yes,DStr4374,-71.19235110,42.50712316
"4364",CBN,,CBN,739107.187500000000000,3012132.750000000000000,,,,,"4377",yes,DStr4377,-71.19237370,42.51304952
"4366",CBN,,CBN,739104.750000000000000,3010640.250000000000000,,,,,"4379",yes,DStr4379,-71.19240270,42.50895422
"4367",CBN,,CBN,739101.312500000000000,3009703.500000000000000,,,,,"4380",yes,DStr4380,-71.19242800,42.50638386
"4368",CBN,,CBN,739100.937500000000000,3009991.750000000000000,,,,,"4381",yes,DStr4381,-71.19242550,42.50717481
"4369",CBN,,CBN,739098.875000000000000,3015912.500000000000000,,,,,"4382",yes,DStr4382,-71.19235400,42.52342098
"4370",CBN,,CBN,739096.375000000000000,3019016.750000000000000,,,,,"4383",yes,DStr4383,-71.19232310,42.53192050
"4371",CBN,,CBN,739095.000000000000000,3010683.000000000000000,,,,,"4384",yes,DStr4384,-71.19243830,42.50907162
"4375",CBN,,CBN,739090.250000000000000,3009676.500000000000000,,,,,"4388",yes,DStr4388,-71.19246940,42.50630989
"4376",CBN,,CBN,739087.812500000000000,3017470.750000000000000,,,,,"4389",yes,DStr4389,-71.19237550,42.52767848
"4377",CBN,,CBN,739087.000000000000000,3008963.750000000000000,,,,,"4390",yes,DStr4390,-71.19250620,42.50433495
"4378",CBN,,CBN,739084.062500000000000,3010662.749999999534339,,,,,"4391",yes,DStr4391,-71.19247910,42.50901616
"4379",CBN,,CBN,739077.625000000000000,3019032.000000000465661,,,,,"4392",yes,DStr4392,-71.19239240,42.53196253
"4381",CBN,,CBN,739072.625000000000000,3017451.750000000465661,,,,,"4394",yes,DStr4394,-71.19243210,42.52762649
"4383",CBN,,CBN,739068.250000000000000,3001149.000000000000000,,,,,"4396",yes,DStr4396,-71.19266490,42.48291103
"4384",CBN,,CBN,739067.625000000000000,3000730.000000000000000,,,,,"4397",yes,DStr4397,-71.19267280,42.48176131
"4385",CBN,,CBN,739063.375000000000000,3008942.500000000000000,,,,,"4398",yes,DStr4398,-71.19258200,42.50428134
"4386",CBN,,CBN,739057.999999999883585,3011014.500000000000000,,,,,"4399",yes,DStr4399,-71.19257110,42.50998160
"4388",CBN,,CBN,739055.000000000000000,3012079.250000000000000,,,,,"4401",yes,DStr4401,-71.19256800,42.51290323
"4390",CBN,,CBN,739046.500000000000000,3000750.500000000000000,,,,,"4403",yes,DStr4403,-71.19275090,42.48181777
"4393",CBN,,CBN,739043.750000000000000,3010989.250000000000000,,,,,"4406",yes,DStr4406,-71.19262430,42.50991245
"4394",CBN,,CBN,739043.312500000000000,3001116.500000000000000,,,,,"4407",yes,DStr4407,-71.19275780,42.48282209
"4395",CBN,,CBN,739042.875000000000000,3009049.250000000465661,,,,,"4408",yes,DStr4408,-71.19260100,42.50455906
"4396",CBN,,CBN,739040.250000000000000,3001119.000000000000000,,,,,"4409",yes,DStr4409,-71.19276910,42.48282898
"4397",CBN,,CBN,739039.062500000000000,3012096.500000000000000,,,,,"4410",yes,DStr4410,-71.19262690,42.51295073
"4402",CBN,,CBN,739023.250000000000000,3019606.500000000000000,,,,,"4416",yes,DStr4416,-71.19258650,42.53353945
"4403",CBN,,CBN,739017.374999999883585,3009709.750000000000000,,,,,"4417",yes,DStr4417,-71.19273920,42.50640184
"4404",CBN,,CBN,739013.687499999883585,3019627.750000000465661,,,,,"4418",yes,DStr4418,-71.19262170,42.53359785
"4405",CBN,,CBN,739011.687500000000000,3007536.250000000000000,,,,,"4419",yes,DStr4419,-71.19278930,42.50043794
"4406",CBN,,CBN,739010.687500000000000,3006985.000000000000000,,,,,"4420",yes,DStr4420,-71.19280040,42.49892534
"4407",CBN,,CBN,739010.562500000000000,3018802.500000000000000,,,,,"4421",yes,DStr4421,-71.19264430,42.53133346
"4408",CBN,,CBN,739010.437500000000000,3014178.500000000000000,,,,,"4422",yes,DStr4422,-71.19270520,42.51866388
"4409",CBN,,CBN,739003.687500000000000,3015621.499999999534339,,,,,"4423",yes,DStr4423,-71.19271090,42.52262344
"4410",CBN,,CBN,739003.437500000000000,3014110.000000000000000,,,,,"4424",yes,DStr4424,-71.19273210,42.51847599
"4411",CBN,,CBN,738992.437500000000000,3007521.000000000000000,,,,,"4425",yes,DStr4425,-71.19286090,42.50039628
"4414",CBN,,CBN,738981.312500000000000,3010735.750000000000000,,,,,"4428",yes,DStr4428,-71.19285920,42.50921748
"4415",CBN,,CBN,739810.875000000000000,3009852.250000000000000,,,,,"4429",yes,DStr4429,-71.18979460,42.50678497
