CB_ID,Grid,ID,StreetName,StreetSegm,Inspector,Inspection,Owner,GrateShape,GrateType,CatchBasin,GrateCondi,OilHood,StructureM,StructureC,StructureI,ConnectedT,StructureD,FieldSumpD,OverallIss,Comments,PlanRefere,PlanDate,PlanDatum,PlanRimEle,PlanRimE_1,Count,DepthCE,RimElevati,BaseElevat,DrawerNumb,PlanNumber,InstallDat,Longtitude,Latitude
22-31,"22","31",VINE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04783080,42.40050152
22-32,"22","32",VINE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04774140,42.40037057
22-33,"22","33",VINE STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04752450,42.40265254
22-34,"22","34",CHELSEA STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","75",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04311390,42.40279522
22-35,"22","35",COUNTY ROAD,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","78",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04168900,42.40281944
22-36,"22","36",EAST ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1940/03/01,-71.04707690,42.40142220
22-37,"22","37",EAST ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04699630,42.40110407
22-38,"22","38",EAST ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04707450,42.40107318
22-39,"22","39",EAST ELM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"350","030",1939/12/01,-71.04628890,42.40030844
22-40,"22","40",EAST SUMMER STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","76",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04786520,42.39948434
22-41,"22","41",EVERETT AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","85",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04177830,42.40273215
22-42,"22","42",EVERETT AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","80",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04194890,42.40269139
22-43,"22","43",EVERETT AVENUE,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","82",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04205000,42.40275993
22-44,"22","44",GARDEN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04863690,42.40116776
22-45,"22","45",GARDEN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04767580,42.40174899
22-46,"22","46",GARDEN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","81",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04791000,42.40166136
22-47,"22","47",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04650870,42.40237251
22-48,"22","48",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04577900,42.40228273
22-49,"22","49",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04578330,42.40221705
22-50,"22","50",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04651590,42.40230443
22-51,"22","51",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","0",9999/09/09,-71.04142620,42.40186680
22-52,"22","52",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","0",9999/09/09,-71.04136920,42.40174652
22-53,"22","53",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","0",9999/09/09,-71.04126590,42.40163462
22-54,"22","54",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04869670,42.40263362
22-55,"22","55",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04869570,42.40256658
22-56,"22","56",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04869070,42.40271900
22-57,"22","57",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04873460,42.40249070
22-58,"22","58",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04649200,42.40246061
22-59,"22","59",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04654710,42.40221782
22-60,"22","60",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04576520,42.40237595
22-61,"22","61",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04581040,42.40212935
22-62,"22","62",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04580130,42.40243075
22-63,"22","63",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04486690,42.40226741
22-64,"22","64",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04489780,42.40214374
22-65,"22","65",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04490770,42.40211000
22-66,"22","66",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04493960,42.40202526
22-67,"22","67",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04399640,42.40216281
22-68,"22","68",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04405480,42.40191419
22-69,"22","69",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04404050,42.40200682
22-70,"22","70",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04401780,42.40207037
22-71,"22","71",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04313130,42.40205802
22-72,"22","72",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04318690,42.40180919
22-73,"22","73",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04316900,42.40190115
22-74,"22","74",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04314070,42.40193248
22-75,"22","75",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04243830,42.40197497
22-76,"22","76",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04249040,42.40172423
22-77,"22","77",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04241950,42.40188250
22-78,"22","78",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04243200,42.40182248
22-79,"22","79",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04179520,42.40189887
22-80,"22","80",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04171860,42.40163063
22-81,"22","81",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04168570,42.40169792
22-82,"22","82",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04168880,42.40179659
22-83,"22","83",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04107130,42.40197877
22-84,"22","84",REVERE BEACH PARKWAY,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04767910,42.40261358
22-85,"22","85",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"488","013",1903/04/01,-71.04893890,42.39926006
22-86,"22","86",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",Yes,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","73",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04855290,42.39889342
22-87,"22","87",SECOND STREET,"0","0",,City,"0","0","0","0","0","0","0","0",Yes,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","88",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04865240,42.39885309
25-1,"25","1",BEACHAM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",17.05000000000,12.20000000000,"0","0",9999/09/09,-71.05460280,42.39436234
25-2,"25","2",BEACHAM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",17.33000000000,12.50000000000,"0","0",9999/09/09,-71.05518800,42.39437298
25-3,"25","3",BEACHAM STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05548760,42.39426788
25-4,"25","4",BEHEN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05242200,42.39227050
25-5,"25","5",BEHEN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05244300,42.39216323
25-6,"25","6",BEHEN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05565530,42.39420095
25-7,"25","7",BEHEN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05450210,42.39332873
25-8,"25","8",BEHEN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05444050,42.39340233
25-9,"25","9",BEHEN STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",15.90000000000,12.81000000000,"0","0",9999/09/09,-71.05432610,42.39322086
25-10,"25","10",MARKET STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05130310,42.39326556
25-11,"25","11",MARKET STREET,"0","0",,City,"0","0","0","0","0","0","0","0",No,0.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05123580,42.39323053
2-106,"2","106",LYNN STREET,"0",BETA,2014/11/18,City,D Shaped,Standard,Standard,Good,Yes,Other,Good,Debris Above Invert,No,4.00000000000,0.00000000000,Yes,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04120040,42.42323479
2-107,"2","107",LYNN STREET,"0",BETA,2014/11/18,City,Square,Standard,Standard,Good,No,Precast Concrete,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04180170,42.42226117
2-108,"2","108",LYNN STREET,"0",BETA,2014/11/18,City,Square,Standard,Standard,Good,No,Precast Concrete,Good,Debris Above Invert,No,4.00000000000,0.00000000000,Yes,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04177780,42.42227307
16-186,"16","186",HATCH STREET,"0",BETA,2014/11/18,City,Square,Standard,Standard,Good,No,Barrel Block,Good,None,No,4.00000000000,0.00000000000,No,Found In Field Sept 2015,"0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05954230,42.40614299
16-185,"16","185",HATCH STREET,"0",BETA,2014/11/18,City,D Shaped,Standard,Standard,Good,No,Barrel Block,Good,None,No,4.00000000000,0.00000000000,No,Found In Field Sept 2015,"0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05951530,42.40640884
7-147,"7","147",CEMETERY,"0",BETA,2014/11/19,City,Square,Standard,Standard,Good,Yes,Barrel Block,Fair,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.03971310,42.41675602
22-88,"22","88",VALE STREET,"0",BETA,2014/11/19,City,Square,Standard,Standard,Good,No,Unknown,Unknown,Full of Debris,No,4.00000000000,0.00000000000,Yes,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04436860,42.40121589
22-89,"22","89",VALE STREET,"0",BETA,2014/11/19,City,Square,Standard,Standard,Good,No,Unknown,Unknown,Full of Water,No,4.00000000000,0.00000000000,Yes,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04442820,42.40114306
12-219,"12","219",GRISWOLD STREET,"0",BETA,2014/11/21,City,Square,Standard,Standard,Good,No,Precast Concrete,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04209580,42.41267713
12-220,"12","220",GRISWOLD STREET,"0",BETA,2014/11/21,City,Square,Standard,Standard,Good,No,Precast Concrete,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.04208030,42.41261113
1-40,"1","40",EDITH STREET PARK,"0",BETA,2015/01/05,City,Square,Standard,Standard,Good,No,Precast Concrete,Good,None,No,4.00000000000,0.00000000000,No,"0","0","0","0",0.00000000000,0.00000000000,"1","0",0.00000000000,0.00000000000,"0","0",9999/09/09,-71.05024200,42.42102182
